city,geolocation_lat,geolocation_lng,transactions
machacalis,-17.078152021917486,-40.71761983793195,1
machadinho,-27.565780755198364,-51.670727674312126,2
machadinho d'oeste,-9.431195107560605,-62.00304440482879,1
machado,-21.680839261430663,-45.92325787006599,1
machados,-7.686243000000003,-35.51522175000001,1
macieira,-26.855912252440515,-51.37545811192968,1
macuco,-21.98581086286466,-42.25432890187028,1
macuco de minas,-21.28415903956224,-44.76220587321465,1
madalena,-4.850886666110852,-39.573173332638575,1
madre de deus,-12.738051063597293,-38.602527468565576,2
madre de deus de minas,-21.48181694841581,-44.33009794589665,1
mae d'agua,-7.218650909237443,-37.39916373741279,1
mae do rio,-2.0518723234019856,-47.55212779270403,1
mafra,-26.119906781260735,-49.803153488260165,1
magalhaes de almeida,-3.3962112430153777,-42.202832462203006,1
magda,-20.647805529757623,-50.22567196582301,1
mage,-22.64047275924784,-43.12753753894269,4
maiquinique,-15.61872434164873,-40.2628444086397,1
mairi,-11.709298408746143,-40.14758166586196,1
mairinque,-23.532772472991255,-47.169371159020706,1
mairipora,-23.32358162262789,-46.571516434161346,6
major vieira,-26.36251059734069,-50.32483412294075,1
malacacheta,-17.84600196564932,-42.07453509892074,1
malhador,-10.661215666185278,-37.31198423560332,1
mallet,-25.88013611979257,-50.83343967525435,1
mamanguape,-6.825533064802394,-35.12509238324438,2
mambai,-14.489334290868127,-46.11329914188419,1
mambore,-24.304112999999997,-52.533737999999985,1
mamonas,-15.046670282997718,-42.95524548831688,1
manaira,-7.785227354950956,-38.293923621681415,1
manaus,-3.0852299695845096,-60.009399131478304,4
mandaguacu,-23.3444533546691,-52.0955185291364,1
mandaguari,-23.506345322429926,-51.696090205658976,3
mandirituba,-25.77404958940785,-49.32914580930774,2
manduri,-23.006600036076744,-49.32093006791263,1
manfrinopolis,-26.14304328250928,-53.30937474560909,1
manga,-14.649527999999949,-44.09588149999996,1
mangaratiba,-22.929835186822576,-43.90887910153452,4
mangueirinha,-25.942516405935287,-52.16806474004835,1
manhuacu,-20.265441566422552,-42.0443861899007,3
manhumirim,-20.344869894707795,-41.940443242045475,1
manoel ribas,-24.512021906182973,-51.688523731732126,2
manoel urbano,-8.833885932915207,-69.25905190041343,1
manoel viana,-29.580230755100434,-55.48602271696382,1
mansidao,-10.7202751094587,-44.03490962562292,1
mantena,-18.770099240376574,-41.00334432770526,2
mantenopolis,-18.86309620836477,-41.12227492640861,1
maquine,-29.540612917787048,-50.246674860308765,1
mar de espanha,-21.860432460895638,-43.005831403501524,1
mar vermelho,-9.451208581887236,-36.387711825813625,1
mara rosa,-14.01644874685724,-49.17903468897963,1
maraba,-5.367974041159229,-49.11374565882564,4
maracacume,-2.052798206536553,-45.95717809214692,2
maracai,-22.612730029018135,-50.66536412319007,1
maracaju,-21.617147476604092,-55.17180102202648,1
maracana,-28.86100263994921,-49.446676367068925,1
maracanau,-3.8668541243850094,-38.61203857856862,9
maracas,-13.44003867686294,-40.43490763672246,1
maragogi,-9.01232564760585,-35.2206610008014,3
maragogipe,-12.774054668696486,-38.92041410355151,1
maranguape,-3.892235189910297,-38.681264151727774,2
maranhaozinho,-2.2423648811181045,-45.85835141870228,1
marataizes,-21.04759406922269,-40.83195691152214,1
marau,-28.459525494411093,-52.20408391320527,1
maravilha,-23.584044453004278,-50.297518639688526,2
maravilhas,-19.51393131649572,-44.6739757258171,1
marcelino vieira,-6.294895929599387,-38.16084105283253,2
marco,-3.123677808047947,-40.1515601431396,2
marcos parente,-7.122169999999926,-43.89074999999997,1
marechal candido rondon,-24.549059297396184,-54.05157641917936,3
marechal deodoro,-9.729542787769368,-35.826528571996285,1
marechal floriano,-20.4154202422102,-40.67529451398038,1
mari,-7.060950708304503,-35.32048283184985,1
maria da fe,-22.308682146414537,-45.38116070707678,1
marialva,-23.48993801823377,-51.78881899368309,1
mariana,-20.3752712200935,-43.41210118734491,3
mariano moro,-27.354868380485,-52.14572630975749,1
mariapolis,-21.795775620123983,-51.185869746976095,1
maribondo,-9.577321025787803,-36.30549178547161,1
marica,-22.930503967718035,-42.88259840404579,20
mariental,-25.50943247821568,-49.298553,1
marilac,-18.508732012996177,-42.0809635352128,1
marilandia,-19.414377411904017,-40.54378716779126,1
marilandia do sul,-23.745225851381644,-51.30616877328083,1
marilena,-22.738023499335117,-53.03480128032035,1
marilia,-22.207529316676716,-49.946683501484785,7
mariluz,-24.007313879623783,-53.14897214277437,1
maringa,-23.417508502871772,-51.93448401396633,14
marinopolis,-20.439901288184544,-50.823212222965566,1
mario campos,-20.0725476547436,-44.16014290591261,1
mariopolis,-26.352190438150103,-52.55498757154754,1
maripa,-24.416138561348088,-53.833490962569876,1
maristela,-23.037515828309584,-47.8959437380287,2
marituba,-1.36146988970668,-48.349300919639624,3
marmeleiro,-26.14603294257512,-53.02583890310986,2
marques de souza,-29.32602607053657,-52.09471905012601,1
martinesia,-18.74845329586244,-48.41803874409951,1
martinho campos,-19.327343803022845,-45.23885769810973,1
martinopolis,-22.149324677024904,-51.16457140458282,1
martins,-6.08873643301195,-37.91078475749865,1
martins soares,-20.257738478406306,-41.87764558521721,2
mascote,-15.610013909083872,-39.4359710541524,1
massape,-3.5232775204926474,-40.34169124244631,1
massaranduba,-26.59892353667944,-48.99279267408672,1
mata,-29.565903537092638,-54.45754366121784,1
mata de sao joao,-12.528157585624621,-38.29617604710041,2
mata grande,-9.118185299007378,-37.7231695259358,1
mata roma,-3.632300980197133,-43.113998235147854,2
mata verde,-15.687590535243414,-40.73823550712487,1
matao,-21.602220263231885,-48.36281456656728,1
matelandia,-25.24311798337787,-53.98486573327039,1
materlandia,-18.473444264298173,-43.06021304118754,1
mateus leme,-19.984572714049786,-44.40481799301319,2
matias barbosa,-21.87262041749386,-43.32746392403574,1
matias olimpio,-3.716305470758854,-42.55055064610651,1
matinhos,-25.758995329617274,-48.50833928291675,1
matipo,-20.28244511155565,-42.33920230324944,1
mato leitao,-29.5295739388945,-52.12979797236255,1
mato rico,-24.70652009100258,-52.14889159203102,1
mato verde,-15.397710382069809,-42.86611890629582,1
matoes,-5.5218023435095445,-43.20261197741524,1
matoes do norte,-3.6303331421674048,-44.55874198755373,2
matozinhos,-19.559992780187738,-44.085205548265264,1
matrincha,-15.434684682107818,-50.74670542542176,1
matriz de camaragibe,-9.156117841352124,-35.530908971185895,1
matupa,-10.176144128645705,-54.93721743519398,1
matutina,-19.22248642895372,-45.9695654623422,1
maua,-23.66947744489101,-46.450362014221824,23
maua da serra,-23.90242813156396,-51.22677674881626,1
maurilandia,-18.026174999999945,-50.34619249999996,1
mauriti,-7.389679114970786,-38.77586747407412,1
maximiliano de almeida,-27.637027131665025,-51.805118192723775,1
medeiros,-19.99410454028701,-46.22441259945914,1
medeiros neto,-17.371889587494106,-40.22622090938798,1
medianeira,-25.291725444450304,-54.10023587801571,2
medicilandia,-3.45356918380826,-52.888870629832674,2
medina,-16.221089452445266,-41.47478396144617,1
meleiro,-28.828471500000003,-49.63836375,1
mendes,-22.525176465431056,-43.7405834182674,1
mendes pimentel,-18.661109292895866,-41.40601459012222,1
mendonca,-21.30184284492769,-48.33820480676998,2
mercedes,-24.452562961942327,-54.16611231329519,2
merces,-21.2042779195492,-43.34023344613493,2
meridiano,-20.35657483326317,-50.1774619174735,1
meruoca,-3.5387647730777085,-40.45524137946652,1
mesquita,-22.781296125569174,-43.42469001452484,8
messias targino,-6.079277221816363,-37.51449013025185,1
miguel calmon,-11.433782960882912,-40.59994790874497,4
miguel pereira,-22.449743792005048,-43.47433038872874,5
miguelopolis,-20.189440990108373,-48.02461316345812,1
milagres,-10.091311418523205,-39.40253733809914,1
milha,-5.676624388957239,-39.19347280507557,1
mimoso de goias,-15.058861739616107,-48.16387411287314,1
mimoso do sul,-21.061421973019097,-41.37177840595175,1
minacu,-13.51304440998027,-48.214866363339915,1
minas do leao,-30.1390909522059,-52.04834378251154,1
minas novas,-17.217037330081585,-42.5972618750936,1
minduri,-21.68385275868278,-44.60992056965269,1
mineiros,-17.54616962757336,-52.53914484591522,1
mineiros do tiete,-22.40983742501461,-48.45042421567509,1
ministro andreazza,-11.19815999999999,-61.51531949999999,1
mira estrela,-19.9240226938765,-50.12244171955342,1
miracatu,-24.281284365679756,-47.44564358336644,1
miracema,-21.408508339710753,-42.195778817470234,2
miradouro,-20.890555281734297,-42.342876,1
miraguai,-27.489171862543643,-53.68513919043854,1
mirai,-21.197331180478315,-42.61455900609047,1
miraima,-3.5706637236807808,-39.96859384107746,1
miranda,-20.249858849049627,-56.38199281980921,1
miranda do norte,-3.5678317291366355,-44.58332973503095,1
mirandiba,-8.122057687725043,-38.729256374215545,1
mirandopolis,-21.131534491601712,-51.10568265114781,1
miranorte,-9.516167999999992,-48.59019000000001,2
mirante da serra,-11.030827071982715,-62.66805871325081,1
mirante do paranapanema,-22.291212985882996,-51.9059071802362,1
mirassol,-20.806068345905757,-49.50314249273567,3
mirassol d'oeste,-15.66961692966107,-58.08260701201342,2
miravania,-14.749284385046304,-44.41012513053989,1
mirinzal,-2.066607527018429,-44.78534939308553,1
missal,-25.09255022865972,-54.24551883757829,2
missao velha,-7.246373337632157,-39.16629491578556,1
mocajuba,-2.585184077208961,-49.50453395356183,1
mococa,-21.467875597204483,-47.00663396995998,1
moeda,-20.332201997639725,-44.05431280147764,1
moema,-19.85046394071865,-45.41180722496183,1
mogi das cruzes,-23.52844315676527,-46.18966902792575,11
mogi mirim,-22.428839644814456,-46.9617283687685,2
mogi-guacu,-22.35847658445437,-46.9417868790323,6
mogi-mirim,-22.414653534277782,-46.97285029141905,1
moju,-1.8962430400603123,-48.76691590216996,2
mojui dos campos,-2.6842405505287155,-54.64249965158617,1
mombaca,-5.743603396218269,-39.62750916108009,1
mombuca,-22.9294881423121,-47.56826980444118,2
moncao,-3.62771309515712,-45.19279181520817,1
moncoes,-20.851907595580045,-50.08938803282958,1
mondai,-27.102518711184302,-53.399274195411415,1
mongagua,-24.117169459344353,-46.701075415691136,3
monsenhor paulo,-21.762011046826668,-45.53892237396328,1
monsenhor tabosa,-4.787583780466525,-40.06538598922351,1
montadas,-7.090473663485301,-35.955275674223884,2
montalvania,-14.420259836143204,-44.362846415011575,1
montanha,-18.12597294424722,-40.35952608148675,2
montanhas,-6.4879374207635445,-35.285527564913814,1
montauri,-28.654018045290577,-52.07844975383709,1
monte alegre,-4.038023169175517,-44.702857225644635,1
monte alegre de minas,-18.86616090544924,-48.87210874613179,1
monte alegre de sergipe,-10.028369999999938,-37.56099999999998,1
monte alegre do sul,-22.688786486076506,-46.681612329337376,1
monte alto,-21.255170217894634,-48.48570186533153,1
monte alverne,-29.559439999999935,-52.33471999999995,1
monte aprazivel,-20.763517330580587,-49.71058052377616,1
monte azul,-15.153967267226244,-42.87297150960752,1
monte azul paulista,-20.909670451752916,-48.63424472737881,1
monte belo,-21.32806261034452,-46.36786007212034,1
monte belo do sul,-29.163187260423744,-51.63708257678169,1
monte bonito,-31.63880715441437,-52.41553423919472,1
monte carlo,-27.13059033944621,-50.93868163058895,1
monte carmelo,-18.72303165358574,-47.489242701503926,1
monte castelo,-23.878016931184618,-50.89658658247651,1
monte formoso,-16.869739069761888,-41.25494090608517,1
monte gordo,-12.623162729337542,-38.0884037763407,2
monte mor,-22.950010232211216,-47.30583884974834,5
monte santo,-10.44605045776027,-39.33420491600656,1
monte santo de minas,-21.192080013613403,-46.98009605241139,2
monte siao,-22.428805070670077,-46.569550269431744,5
monte verde,-22.857874902847943,-46.030466115308,3
monteiropolis,-9.604761111065375,-37.24849386111683,2
montenegro,-29.670348981407525,-51.461468293275004,2
montes claros,-16.72269538520631,-43.84783241083908,7
montezuma,-15.168898456900726,-42.4997178398379,1
montividiu do norte,-13.355890771626251,-48.690104112247646,1
morada nova,-5.113270140113799,-38.36673257418335,1
morada nova de minas,-18.608209746557023,-45.354469230692665,1
moreilandia,-7.626380729260532,-39.55088291339782,1
moreira sales,-24.046867111104785,-53.00818895062893,1
moreno,-8.115659081703685,-35.09941870029632,1
morpara,-11.568108090177711,-43.27587755787843,1
morretes,-25.472751615335724,-48.8312030554948,1
morrinhos,-14.507049688043594,-47.12739664431256,2
morro agudo,-20.73906887829901,-48.06389922635336,1
morro agudo de goias,-15.313939506000493,-50.05701313896023,1
morro da fumaca,-28.65891732327179,-49.211161698789745,1
morro da garca,-18.54448055122182,-44.59867947239583,1
morro de sao paulo,-23.481338930059437,-46.592285238963605,1
morro do chapeu,-11.546422707336164,-41.16540997017349,1
morro do ferro,-20.76688848221013,-44.575446902888224,1
morro do pilar,-19.218869144519783,-43.38423203612995,1
morro grande,-28.800127512229675,-49.71386846480913,1
morro redondo,-31.595352263140708,-52.623823838923705,1
morro reuter,-29.541915910140517,-51.06864867979266,1
morro vermelho,-19.960277030532666,-43.694252481961534,1
morungaba,-22.866518037785756,-46.79872901119848,2
mossamedes,-16.125432176358853,-50.21559308817943,1
mossoro,-5.194639624549511,-37.34235374514276,4
mostardas,-31.10500873000118,-50.917924618554316,1
motuca,-21.509482988454184,-48.1521308105084,1
mozarlandia,-14.748634131167313,-50.571281211586786,1
mucambo,-3.903995475046312,-40.74463854634254,1
mucuge,-13.006964375318343,-41.370374343374806,1
mucuri,-18.07497921030804,-39.54390851092875,1
mucurici,-18.095573201606555,-40.52036099091393,1
mundo novo,-18.53344780629826,-50.64457978458817,1
munhoz,-22.61205876761469,-46.36058471502355,1
munhoz de melo,-23.1488096374739,-51.77128662061263,1
muniz freire,-20.462560161062456,-41.41300627669933,1
muquem do sao francisco,-12.064449360756326,-43.5514659779849,1
muqui,-20.954686439913583,-41.35082239421584,1
muriae,-21.130362675026483,-42.36500899326987,3
murici,-9.308105925228173,-35.944961732058914,1
muritiba,-12.627486590276227,-38.996325559626605,1
murucupi,-1.5657980166411838,-48.76801773353532,1
murutinga do sul,-20.994789945718544,-51.27934659319836,1
mutuipe,-13.228184823758374,-39.50315719838939,1
mutum,-19.81818762469751,-41.44346009991036,1
mutum parana,-9.294651000000002,-64.55536884056144,1
mutunopolis,-13.730072659174358,-49.27582220565157,1
muzambinho,-21.37267707775922,-46.52746220870432,1
nacip raydan,-18.45349689283645,-42.25131267239962,1
nantes,-22.618611033525696,-51.236683660662415,1
nanuque,-17.835724850535197,-40.34435355557468,3
nao-me-toque,-28.457425460271256,-52.81974698675992,2
narandiba,-22.40733114884136,-51.52248754941963,1
natal,-5.817202208451924,-35.21909520418915,22
natercia,-22.11864422788984,-45.51476897465526,1
natividade,-20.46731048738858,-42.330459475992804,3
natividade da serra,-23.37997661856026,-45.44779214793582,1
navegantes,-26.875840722662385,-48.66216054507369,3
navirai,-23.065897674516037,-54.20917735595355,2
nazare,-13.024739772234733,-39.03807364945823,1
nazare da mata,-7.74807645270997,-35.233157652248074,1
nazare paulista,-23.17431218902001,-46.43021905442664,1
nazareno,-21.223755,-44.61895575,1
nazario,-16.57708557028883,-49.88323442971115,1
neopolis,-10.32111888729693,-36.5783575701788,1
nepomuceno,-21.241514148196725,-45.23249747971364,1
neropolis,-16.408651554066854,-49.214304000000006,1
neves paulista,-20.852015406025306,-49.622542670259655,1
nhandeara,-20.69138119860376,-50.04237071280033,1
nilopolis,-22.80896287490489,-43.41939042459409,15
nipoa,-20.914980658495576,-49.77480921602129,2
niquelandia,-14.459445822167028,-48.45623655811773,1
niteroi,-22.90343765040799,-43.08762222779057,97
nobres,-14.706087661398849,-56.33191763289087,1
nonoai,-27.373467553496027,-52.77324382923828,1
nortelandia,-14.453162921073222,-56.79901391022226,1
nossa senhora da gloria,-10.20693096161882,-37.43347921190535,1
nossa senhora das dores,-10.491248869270336,-37.19748084527901,1
nossa senhora das gracas,-22.91348966472202,-51.80064773522458,1
nossa senhora de caravaggio,-28.66415840512589,-49.46898557112873,1
nossa senhora de lourdes,-10.07964062554086,-37.059326228559605,1
nossa senhora do o,-8.439731968636396,-35.013436999307515,1
nossa senhora do socorro,-10.894371116829833,-37.109969036041306,5
nova alvorada,-28.67905894959756,-52.1663661931648,1
nova alvorada do sul,-21.45564531183517,-54.370833165671634,2
nova america,-15.019391658200547,-49.897216429992966,1
nova america da colina,-23.3302943919634,-50.71667646693494,1
nova andradina,-22.25365415740023,-53.34542435988992,2
nova araca,-28.6599797110235,-51.74540576836856,1
nova aurora,-22.90540750462202,-52.01432301891792,1
nova bandeirantes,-9.848480733941562,-57.81539553888728,1
nova bassano,-28.72908960540212,-51.70430074576316,1
nova boa vista,-27.995007555908952,-52.98039893246078,1
nova brasilandia d'oeste,-11.726854003053392,-62.326068505717735,1
nova campina,-24.12512958321233,-48.90885881818258,1
nova canaa,-14.79234843401335,-40.143077871178384,2
nova canaa do norte,-10.645081090856529,-55.70911014655052,1
nova canaa paulista,-20.38868099999999,-50.94843585982183,1
nova cantu,-24.676277357965688,-52.57064885493642,1
nova crixas,-14.099851566228695,-50.331311176566,1
nova cruz,-6.477384719479825,-35.43210226927958,1
nova era,-19.77082413111379,-43.026373460710225,1
nova erechim,-26.90334506335243,-52.90594949439468,2
nova esperanca,-23.181510215247478,-52.216067209054536,1
nova esperanca do piria,-2.267896090358896,-46.96791862545391,1
nova esperanca do sudoeste,-25.89985318874932,-53.26125191196927,1
nova esperanca do sul,-29.40959645171018,-54.830555709833256,1
nova europa,-21.786966769171173,-48.57060380580129,1
nova fatima,-21.06422788612159,-48.382168477148284,1
nova floresta,-6.4575497978493965,-36.20075397642021,1
nova friburgo,-22.2796514602083,-42.532854841695986,29
nova granada,-20.532856738710503,-49.32242325049868,2
nova guarita,-10.311060401985005,-55.40503660692545,1
nova guataporanga,-21.33493314953268,-51.64326467110524,1
nova hartz,-29.58133945586879,-50.87851133806305,1
nova iguacu,-22.741852679150064,-43.46865167070915,52
nova independencia,-21.108096251955764,-51.49413192923274,1
nova ipixuna,-4.920425216297361,-49.07707371085248,1
nova itaberaba,-26.941563349500413,-52.81211991353272,1
nova lacerda,-14.478297680095729,-59.583782590556574,1
nova laranjeiras,-25.30872458394816,-52.54606026185847,1
nova lima,-20.01456309151135,-43.90532138509136,7
nova londrina,-22.768837844683983,-52.996023838405854,1
nova luzitania,-20.8551821946153,-50.26396746443652,2
nova mamore,-10.407341614387772,-65.33397575469797,1
nova monte verde,-9.984427671604532,-57.466271668548494,1
nova mutum,-13.527605999999944,-56.08417399999996,1
nova odessa,-22.781739982877305,-47.28960346456656,3
nova olimpia,-14.783072033172042,-57.29076189263402,1
nova olinda,-7.2292078032945035,-41.864534187663395,1
nova olinda do maranhao,-2.8100664626495844,-45.70621582208173,1
nova padua,-29.027734445149225,-51.30878377787846,1
nova palma,-29.467945512743945,-53.46422836860997,1
nova petropolis,-29.364695170565742,-51.097326716927846,2
nova ponte,-19.169841232991676,-47.67610057832141,2
nova prata,-28.79474352844942,-51.61122120996594,1
nova prata do iguacu,-25.64044366516244,-53.34450735383427,2
nova redencao,-12.816072722350311,-41.06980167889549,1
nova resende,-21.13141429350991,-46.43118938190725,1
nova roma,-13.740236970417644,-46.880682499223525,1
nova roma do sul,-28.996131751159357,-51.41079905591152,1
nova russas,-4.718573972226268,-40.560792962861065,2
nova santa barbara,-23.583915000000005,-50.76492760381962,1
nova santa rita,-26.22625557446459,-49.73243437824329,1
nova santa rosa,-24.46468929449589,-53.955038611763314,1
nova serrana,-19.870118049590705,-45.00569489878336,4
nova soure,-11.239049592291495,-38.48058325277928,1
nova timboteua,-1.206413805526017,-47.3900526080411,1
nova trento,-27.29179483303176,-48.928151749694784,1
nova ubirata,-13.033076848983292,-55.25330939610043,1
nova venecia,-18.716793326809167,-40.39796908496741,2
nova veneza,-21.62782906974683,-49.3946654427415,3
nova vicosa,-17.891522168784007,-39.37094244016125,1
nova xavantina,-14.664146918233481,-52.35601266340662,1
novais,-20.993201728714872,-48.91650496241924,1
novo alegre,-12.914295221786524,-46.572776909269145,1
novo barreiro,-27.918713999999945,-53.11694149999997,1
novo brasil,-19.222779999999943,-40.59388999999993,2
novo cabrais,-29.73230965206004,-52.94597399999999,1
novo cruzeiro,-17.46825114868383,-41.87960133836853,1
novo gama,-16.065999661735507,-48.04134299333905,3
novo hamburgo,-29.690516662077265,-51.12575774490902,9
novo horizonte,-21.75677818923389,-49.43115443233363,2
novo itacolomi,-23.76493474309611,-51.50648155079808,1
novo jardim,-11.819373763382544,-46.62647116907142,2
novo lino,-8.942353305175725,-35.662136851953136,1
novo machado,-27.504946607683166,-54.49098696611747,1
novo mundo,-9.975387390303156,-55.17068079333467,1
novo oriente,-5.534573388001832,-40.772615388001824,1
novo oriente do piaui,-6.45076898850479,-41.92298820120746,1
novo planalto,-13.239024879248795,-49.51976295086605,1
novo progresso,-7.036262964535041,-55.41026891876317,1
novo repartimento,-4.251074336532604,-49.95793693532213,1
novo sao joaquim,-14.910823607133759,-53.02000530786342,1
nuporanga,-20.728680116837992,-47.74940802015743,1
ocara,-4.48662102553753,-38.59571797110946,2
ocaucu,-22.43990321124268,-49.91716776856132,1
oeiras,-7.011173347316293,-42.121947444010736,1
oeiras do para,-1.999316560936576,-49.85713922962104,1
oiapoque,3.844901490570064,-51.83014644000704,1
olaria,-21.85936568266225,-43.93475714584133,1
oleo,-22.945010530730283,-49.34260133629931,1
olho d'agua das cunhas,-4.147076863813748,-45.11379234817535,1
olho d'agua das flores,-9.53380482124702,-37.29157318632056,2
olhos d'agua,-17.40084544820299,-43.5708706102914,1
olimpia,-20.733484782392555,-48.888238352480194,2
olinda,-7.990473462935691,-34.85847511009772,14
olindina,-11.35821461912876,-38.32785940893865,1
oliveira,-20.707432880919274,-44.832975874642926,3
oliveira dos brejinhos,-12.3180640260578,-42.89061273778806,2
onda verde,-20.606563858732667,-49.29743346754892,1
oriente,-22.15321602806684,-50.096240643242346,1
orindiuva,-20.189088281164857,-49.35644319628796,1
orizania,-20.51053920586263,-42.20115269609158,1
orizona,-17.037934989188315,-48.30019794135064,2
orlandia,-20.717496025463337,-47.87691029070478,1
orleans,-28.34801232903316,-49.30055430967753,1
orobo,-7.747069473132823,-35.60347211626461,1
oroco,-8.615280733073755,-39.60360163194611,1
oros,-6.2472834287083066,-38.91596633550679,1
ortigueira,-24.214790063329442,-50.93493112717942,1
osasco,-23.537424962626954,-46.78849648726846,31
oscar bressane,-22.316099565497677,-50.284146478575416,1
osorio,-29.88728085105151,-50.26939661479174,1
osvaldo cruz,-21.78761366528708,-50.87213184519998,1
osvaldo kroeff,-28.976685770130608,-50.06326295388895,1
otacilio costa,-27.50303152475152,-50.12361082120724,2
ourem,-1.5480285213755514,-47.12321044163792,2
ouricuri,-7.885773123452914,-40.09204581192319,2
ourilandia do norte,-6.751356880784805,-51.06960485375688,1
ourinhos,-22.978219196835212,-49.875115532869934,3
ourizona,-23.40794453579362,-52.19994018000091,1
ouro,-27.329046383432036,-51.60118442849723,1
ouro branco,-20.53266468729092,-43.71623161225073,4
ouro fino,-22.28442495858167,-46.37397062423884,2
ouro preto,-20.38523748903572,-43.50551302553522,4
ouro preto do oeste,-10.722916603760916,-62.24969027879624,1
ouro verde,-21.4898823768519,-51.69792377335822,1
ouro verde de goias,-16.217600462636685,-49.19656462799336,1
ouro verde de minas,-18.06951445036628,-41.27240514557984,1
ouro verde do oeste,-24.77691569975233,-53.90366625407467,1
ouroeste,-20.004728455313117,-50.36990917648097,2
ouvidor,-18.235248367830238,-47.82964418912989,1
pacaembu,-21.561739595095414,-51.26475571000423,1
pacaja,-3.6998579999999457,-50.50819699999997,2
pacajus,-4.169548530262666,-38.452197556058906,3
pacatuba,-3.914127893895072,-38.60362789804126,1
paco do lumiar,-2.5368706714640674,-44.17151545554634,3
pacoti,-4.224936243027124,-38.92043764740593,1
pacotuba,-20.762852343243164,-41.27240989569933,2
pacuja,-3.979748254325719,-40.69600134300662,1
padre bernardo,-15.162306829522407,-48.284721582380605,2
padre carvalho,-16.22821924086457,-42.61675693519776,1
padre gonzales,-27.4340091145216,-53.96116798493659,1
padre paraiso,-17.073434611750365,-41.48533318593329,1
paial,-27.252211025507226,-52.49891484693896,1
paicandu,-23.46133580837111,-52.05725242778023,1
paineiras,-18.898468696689665,-45.53461709835739,1
pains,-20.37082066773133,-45.65992239334844,1
paiva,-21.289690847550677,-43.41507717279231,1
palestina,-20.389919360358398,-49.43321650962112,1
palhano,-4.748310000000004,-37.96256215414699,1
palhoca,-27.669587273232263,-48.67063479584505,12
palma,-21.37690203881977,-42.31332227689926,1
palma sola,-26.34880918740813,-53.2769772410583,1
palmares,-8.677580187145876,-35.58735900260141,1
palmares do sul,-30.263067816832756,-50.51888348892597,1
palmares paulista,-21.08419365096827,-48.809739855295454,1
palmas,-13.099983131188004,-48.978981653899034,12
palmeira,-25.859222686921676,-50.033364418443135,3
palmeira d oeste,-20.416206347600323,-50.76390782417624,1
palmeira d'oeste,-20.418204285159344,-50.7625513424886,1
palmeira das missoes,-27.89022444477264,-53.30591654790965,1
palmeira dos indios,-9.414534755157558,-36.630535341881895,2
palmeiras,-12.512308577390838,-41.574648732359,1
palmeiras de goias,-16.810316248848476,-49.92549491285801,2
palminopolis,-16.79490084141105,-50.16301931822681,1
palmital,-22.901642512863088,-50.32121664130101,2
palmitinho,-27.35551682884465,-53.55674486170852,1
palmitos,-27.072036337867036,-53.16041845841325,2
palmopolis,-16.73492352620009,-40.42172072369,1
palotina,-24.287406397345197,-53.838833366660324,2
panambi,-28.29527534438228,-53.49959283295686,2
pancas,-19.22467331293244,-40.845811769026106,1
panelas,-8.663867999999997,-36.00526725,1
panorama,-21.362307677836903,-51.86346633891846,1
pantano grande,-30.17449907684396,-52.32631963723812,1
papagaios,-19.44022546096705,-44.752428646173385,1
papanduva,-26.40395373504969,-50.14448816565201,1
papucaia,-22.601544843276255,-42.74475853730088,2
para de minas,-19.85985508768997,-44.60549932058945,3
paracambi,-22.60970778596547,-43.71369345320793,4
paracatu,-17.211337793818277,-46.886436092783235,3
paracuru,-3.412320267097392,-39.03098931818123,2
paragominas,-2.9974952421323215,-47.355667723293614,3
paraguacu,-21.544705870152423,-45.731213118339674,1
paraguacu paulista,-22.430861482369078,-50.57420394458222,1
parai,-28.599674794891303,-51.78893967854048,1
paraiba do sul,-22.15235907980679,-43.28551973004832,4
paraibano,-6.432787966184797,-43.98397756418246,1
paraibuna,-23.34992418052465,-45.70879040973767,2
paraipaba,-3.4383981695425083,-39.1501076532146,2
paraiso,-21.947479792352876,-49.588023138908675,1
paraiso das aguas,-19.01959530431776,-53.01396545375328,1
paraiso do norte,-23.283332085984302,-52.60102263475901,1
paraiso do sul,-29.71402737521854,-53.17959442346758,1
paraiso do tocantins,-10.19174875300641,-48.89043006164441,1
paraisopolis,-22.551107403951953,-45.77715379701645,1
paraju,-20.31783627900897,-40.80437946834825,2
parambu,-6.213538994662398,-40.69680563850505,1
paramirim,-13.4467847516547,-42.24640499160228,2
parana,-12.617158795204771,-47.87913877310236,2
paranacity,-22.93825452398184,-52.15652385610892,1
paranagua,-25.533237325426523,-48.536602211509184,6
paranaiba,-19.66479725804518,-51.19225174760413,1
paranaiguara,-18.912936947217958,-50.654860712293235,1
paranaita,-9.710975999999944,-56.67645049999996,1
paranapanema,-23.385586077408995,-48.7188472266381,2
paranapoema,-22.65725628260365,-52.08483560716908,1
paranapua,-20.10263070684429,-50.59122042582398,1
paranatinga,-14.435183928082909,-54.05670746737458,1
paranavai,-23.08248314312956,-52.453821943324826,3
paranhos,-23.88712180486428,-55.42899203598735,1
paraopeba,-19.2748128851055,-44.39843543569106,2
parapua,-21.774088132205684,-50.787156937254935,1
parati,-23.226942512091888,-44.72617217705374,2
paraty,-23.22239100647369,-44.71572883017041,5
parauapebas,-6.085818,-49.89855149999997,4
parauna,-16.94536354438612,-50.44417579104146,1
pardinho,-23.087760940509984,-48.369335601835495,1
